"KREIS";"GEMEINDE";"TYP";"HERSTELLER";"NABENHOEHE";"ROTORDURCHMESSER";"SCHALLLEISTUNGSPEGEL";"LEISTUNG";"LEISTUNGSBEZUG";"OSTWERT";"NORDWERT";"GENEHMIGT_AM";"INBETRIEBNAHME";"STATUS";"BST_NR";"ANL_NR";"DATENDATUM";"DATENQUELLE"
"Nordfriesland";"Südermarsch";"WKA Prototyp Siemens SWT 3.3-130";"Siemens";"85";"130";"110dB(A)/104,5dB(A)";3300;"kW Nennleist. Rotor.";32501958;6033357;07.10.2016;27.12.2016;"in Betrieb";"54132125238";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Südermarsch";"Prototyp Nordex N131/3600";"Nordex";"106";"131";"110dB(A)/105,6dB(A)";3600;"kW Nennleist. Rotor.";32502895;6033641;07.10.2016;02.02.2017;"in Betrieb";"54132125239";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/98,5";2300;"kW Nennleist. Rotor.";32480958;6021098;17.12.2014;28.02.2017;"in Betrieb";"54134000002";"0014";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/103,0";2300;"kW Nennleist. Rotor.";32481048;6020886;17.12.2014;24.02.2017;"in Betrieb";"54134000002";"0015";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32481487;6021584;11.12.2014;30.03.2016;"in Betrieb";"54134000004";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/102,4";2300;"kW Nennleist. Rotor.";32481547;6021125;11.12.2014;08.04.2016;"in Betrieb";"54134000005";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32481517;6021354;11.12.2014;08.04.2016;"in Betrieb";"54134000006";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32480794;6021713;17.12.2014;20.04.2017;"in Betrieb";"54134325678";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32480931;6021556;17.12.2014;31.03.2017;"in Betrieb";"54134325678";"0012";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/101,2";2300;"kW Nennleist. Rotor.";32480945;6021327;17.12.2014;24.03.2017;"in Betrieb";"54134325678";"0013";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tating";"Enercon E-70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32481492;6021813;11.12.2014;30.03.2016;"in Betrieb";"54134900004";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Tinningstedt";"Vestas V 117";"Vestas";"91,5";"117";"104,3 dB(A)";3450;"kW Nennleist. Rotor.";32495086;6075207;20.12.2016;28.08.2017;"in Betrieb";"54136320830";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1";1000;"kW Nennleist. Rotor.";32495898;6028324;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1";1000;"kW Nennleist. Rotor.";32495925;6028559;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)+3 dB Stallzuschlag";1000;"kW Nennleist. Rotor.";32495958;6028829;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)+3 dB Stallzuschlag";1000;"kW Nennleist. Rotor.";32496323;6028603;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)+3 dB Stallzuschlag";1000;"kW Nennleist. Rotor.";32496345;6028875;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)+3 dB Stallzuschlag";1000;"kW Nennleist. Rotor.";32496763;6028969;25.09.2000;31.01.2002;"in Betrieb";"54141286627";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)";1000;"kW Nennleist. Rotor.";32497191;6029043;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"AN Bonus";"AN BONUS";"70";"54";"102,1 dB(A)";1000;"kW Nennleist. Rotor.";32497574;6029243;25.09.2000;25.09.2000;"in Betrieb";"54141286627";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys 115-4,1MW";"Vensys";"92,4";"115";"Vensys: HZ /dB(A) | 63/85,3 | 125/90,8 | 250/95,5 | 500/96,7 | 1000/97,5 | 2000/97,4 | 4000/89,6 | 8000/1 | SLP=103,4 dB(A)";4100;"kW Nennleist. Rotor.";32495992;6029016;15.04.2020;;"vor Inbetriebnahme";"54141286627";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys 115-4,1MW";"Vensys";"92,4";"115";"Vensys: HZ /dB(A) | 63/83,8 | 125/89,3 | 250/94,0 | 500/95,2 | 1000/96,0 | 2000/95,9 | 4000/88,1 | 8000/1 | SLP=101,9 dB(A)	
Senvion: HZ /dB(A) | 63/86,8 | 125/92,7 | 250/95,1 | 500/96,0 | 1000/97,2 | 2000/96,7 | 4000/92,4 | 8000/1 | SLP=103,3 dB(A)	
";4100;"kW Nennleist. Rotor.";32495944;6028589;15.04.2020;;"vor Inbetriebnahme";"54141286627";"0012";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys115-4,1MW";"Vensys";"92,4";"115";"Vensys: HZ /dB(A) | 63/83,9 | 125/89,4 | 250/94,1 | 500/95,3 | 1000/96,1 | 2000/96,0 | 4000/88,2 | 8000/1 | SLP=102 dB(A)	
Senvion: HZ /dB(A) | 63/81,8 | 125/87,7 | 250/90,1 | 500/91,0 | 1000/92,2 | 2000/91,7 | 4000/87,4 | 8000/--- | SLP=98,3 dB(A)";4100;"kW Nennleist. Rotor.";32496357;6028720;15.04.2020;;"vor Inbetriebnahme";"54141286627";"0013";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys115-4,1MW";"Vensys";"92,4";"115";"Vensys: HZ /dB(A) | 63/82,8 | 125/88,3 | 250/93,0 | 500/94,2 | 1000/95,0 | 2000/94,9 | 4000/87,1 | 8000/1 | SLP=100,9 dB(A)";4100;"kW Nennleist. Rotor.";32496768;6029057;15.04.2020;;"vor Inbetriebnahme";"54141286627";"0014";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys115-4,1MW";"Vensys";"92,4";"115";;4100;"kW Nennleist. Rotor.";32497118;6028931;;;"im Gen.Verf.";"54141286627";"0015";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";" Vensys 115-4,1";"Vensys";"92,4";"115";"HZ /dB(A) | 63/87,8 | 125/93,3 | 250/98,0 | 500/99,2 | 1000/100,0 | 2000/99,9 | 4000/92,1 | 8000/1 | SLP=105,9 dB(A)
";4100;"kW Nennleist. Rotor.";32495544;6028667;;;"im Gen.Verf.";"54141303161";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Uelvesbüll";"Vensys 115-4,1";"Vensys";"92,4";"115";"HZ /dB(A) | 63/82 | 125/87,5 | 250/92,2 | 500/93,4 | 1000/94,2 | 2000/94,1 | 4000/86,3 | 8000/1 | SLP=100,1 dB(A)	";4100;"kW Nennleist. Rotor.";32495515;6028264;;;"im Gen.Verf.";"54141303161";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";;"Micon";;;;750;"kW Nennleist. Rotor.";32510390;6046799;05.01.1995;31.12.1899;"in Betrieb";"54144000010";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";;"Micon";;;;750;"kW Nennleist. Rotor.";32510368;6046681;05.01.1995;31.12.1899;"in Betrieb";"54144000010";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509338;6048761;23.08.2013;24.02.2014;"in Betrieb";"54144900009";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509539;6048334;23.08.2013;28.02.2014;"in Betrieb";"54144900009";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509528;6047972;23.08.2013;28.03.2014;"in Betrieb";"54144900009";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509774;6048851;23.08.2013;06.03.2014;"in Betrieb";"54144900009";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32510073;6048639;23.08.2013;14.03.2014;"in Betrieb";"54144900009";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32509961;6048268;23.08.2013;29.01.2014;"in Betrieb";"54144900009";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32510087;6047886;23.08.2013;28.12.2013;"in Betrieb";"54144900009";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32510411;6048202;23.08.2013;20.12.2013;"in Betrieb";"54144900009";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";"REpower 3.2 M 114";"REpower";"93";"114";"105,2 dB(A)/105,2 dB(A)";3200;"kW Nennleist. Rotor.";32510596;6047909;23.08.2013;19.12.2013;"in Betrieb";"54144900009";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Viöl";;"Enercon";"92";"115,71";"HZ /dB(A) | 63/78,6 | 125/83,8 | 250/86,3 | 500/88 | 1000/89,2 | 2000/90 | 4000/85,1 | 8000/0 | SLP=95,5 dB(A)	
";4200;"kW Nennleist. Rotor.";32509443;6047691;06.05.2021;;"vor Inbetriebnahme";"54144900009";"0010";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-66/20.70";"Enercon";"64";"70";"101,5";2000;"kW Nennleist. Rotor.";32501879;6053569;05.12.2005;05.04.2007;"in Betrieb";"54146136705";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"101,2";2000;"kW Nennleist. Rotor.";32502495;6053740;05.12.2005;12.04.2007;"in Betrieb";"54146136705";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"104";2000;"kW Nennleist. Rotor.";32502819;6053988;05.12.2005;15.07.2009;"in Betrieb";"54146136705";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"105,5";2300;"kW Nennleist. Rotor.";32502074;6053780;05.07.2010;01.02.2011;"in Betrieb";"54146136705";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"99";2300;"kW Nennleist. Rotor.";32503102;6054094;09.08.2011;20.09.2012;"in Betrieb";"54146136705";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32501522;6053414;23.08.2012;22.07.2013;"in Betrieb";"54146136705";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E70/E4";"Enercon";"64";"71";"105,5/105,5";2300;"kW Nennleist. Rotor.";32501401;6053010;23.08.2012;23.07.2013;"in Betrieb";"54146136705";"0012";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-126 EP3";"Enercon";"116";"126";"HZ /dB(A) 63/80,8  125/86,2  250/88,9  500/90,5  1000/90,0  2000/87,4  4000/78,6 LSP =96,1 dB(A)
";4000;"kW Nennleist. Rotor.";32501978;6053868;;;"im Gen.Verf.";"54146136705";"0015";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"105,5/97,9";2300;"kW Nennleist. Rotor.";32503534;6052791;12.12.2016;08.09.2017;"in Betrieb";"54146136707";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"105,5/100,4";2300;"kW Nennleist. Rotor.";32503767;6052908;12.12.2016;08.09.2017;"in Betrieb";"54146136707";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-66/18.70-3";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32503798;6053417;28.07.2003;31.03.2004;"in Betrieb";"54146334434";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-66/18.70-2";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32504126;6053258;27.09.2000;16.10.2002;"in Betrieb";"54146334434";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-66/18.70-2";"Enercon";"65";"70";"103";1800;"kW Nennleist. Rotor.";32504019;6052897;28.07.2003;31.03.2004;"in Betrieb";"54146334434";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/ E4";"Enercon";"64";"71";"HZ /dB(A) 63/80,1 125/86,6  250/90,6 500/93,4 1000/94,2 2000/90,8 4000/82,8 LSP=99,0 dB(A)";2300;"kW Nennleist. Rotor.";32503754;6053430;;;"im Gen.Verf.";"54146334434";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/ E4";"Enercon";"64";"71";"HZ /dB(A) 63/83,8 125/90,4  250/94,3 500/97,2 1000/98,1 2000/94,7 4000/86,7 LSP=102,8 dB(A)";2300;"kW Nennleist. Rotor.";32504083;6053267;;;"im Gen.Verf.";"54146334434";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";;"Enercon";"64";"71";"HZ /dB(A) 63/80,2 125/86,7  250/90,7 500/93,5 1000/94,3 2000/90,9 4000/82,9 LSP=99,1 dB(A)";2300;"kW Nennleist. Rotor.";32504057;6052923;;;"im Gen.Verf.";"54146334434";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-66/18.70";"Enercon";"65";"70";"102";1800;"kW Nennleist. Rotor.";32503585;6053710;25.07.2003;31.03.2004;"in Betrieb";"54146334435";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-126 EP3 TES";"Enercon";"116";"126";"HZ /dB(A) 63/80,9  125/86,3  250/89,0  500/90,6  1000/90,1  2000/87,5  4000/78,7 LSP =96,2 dB(A)";4000;"kW Nennleist. Rotor.";32503582;6053733;;;"im Gen.Verf.";"54146334435";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Repower MD 70";"REpower";"65";"70";"100";1500;"kW Nennleist. Rotor.";32503849;6053899;30.06.2003;30.06.2003;"in Betrieb";"54146334436";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Repower MD 70";"REpower";"65";"70";"100";1500;"kW Nennleist. Rotor.";32504162;6053807;30.06.2003;30.06.2003;"in Betrieb";"54146334436";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Repower MD 70";"REpower";"65";"70";"100";1500;"kW Nennleist. Rotor.";32504461;6053729;25.07.2003;25.07.2003;"in Betrieb";"54146334437";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Repower MM 70";"REpower";"65";"70";"101";2000;"kW Nennleist. Rotor.";32503477;6053255;25.07.2003;25.07.2003;"in Betrieb";"54146334437";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"104";2300;"kW Nennleist. Rotor.";32504040;6053551;25.07.2006;02.01.2009;"in Betrieb";"54146334439";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"102,4";2300;"kW Nennleist. Rotor.";32503931;6053116;25.07.2006;02.01.2009;"in Betrieb";"54146334439";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"71";"99,5";2300;"kW Nennleist. Rotor.";32503260;6053037;14.12.2010;31.10.2012;"in Betrieb";"54146334439";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"99";2300;"kW Nennleist. Rotor.";32502341;6053976;09.08.2011;14.09.2012;"in Betrieb";"54146334439";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"70";"99";2300;"kW Nennleist. Rotor.";32501616;6053678;09.08.2011;10.12.2013;"in Betrieb";"54146334439";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4";"Enercon";"64";"71";"100,3";2300;"kW Nennleist. Rotor.";32502225;6053585;30.05.2013;10.12.2013;"in Betrieb";"54146334439";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4 - 2,3 MW";"Enercon";"64";"71";"104,5 dB(A) / 98,5 dB(A)";2300;"kW Nennleist. Rotor.";32504318;6052686;09.01.2014;22.10.2014;"in Betrieb";"54146334442";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4 - 2,3 MW";"Enercon";"64";"71";"104,5 dB(A) / 104,5 dB(A)";2300;"kW Nennleist. Rotor.";32504376;6053219;30.01.2014;22.10.2014;"in Betrieb";"54146334442";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4 - 2,3 MW";"Enercon";"64";"71";"104,5 dB(A) / 104,3 dB(A)";2300;"kW Nennleist. Rotor.";32504563;6053414;09.01.2014;22.10.2014;"in Betrieb";"54146334442";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Vollstedt";"Enercon E-70/E4 - 2,3 MW";"Enercon";"64";"71";"104,5 dB(A) / 101,0 dB(A)";2300;"kW Nennleist. Rotor.";32504701;6053866;09.01.2014;22.10.2014;"in Betrieb";"54146334442";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"REpower MD 70-1500 kW";"REpower";"65";"70";"103";1500;"kW Nennleist. Rotor.";32510944;6039141;21.07.2003;21.07.2003;"in Betrieb";"54152332747";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"REpower MD 70-1500 kW";"REpower";"65";"70";"103";1050;"kW Nennleist. Rotor.";32511165;6038942;21.07.2003;21.07.2003;"in Betrieb";"54152332747";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"REpower MD 70-1500 kW";"REpower";"65";"70";"100";1050;"kW Nennleist. Rotor.";32511203;6038480;21.07.2003;21.07.2003;"in Betrieb";"54152332747";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"WKA Senvion 3.4M114NES";"Senvion";"93";"114";"105,6/98,5";3400;"kW Nennleist. Rotor.";32510937;6039090;;;"im Gen.Verf.";"54152332747";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"WKA Senvion 3.4M114NES";"Senvion";"93";"114";"105,6/101,5";3400;"kW Nennleist. Rotor.";32511204;6038880;;;"im Gen.Verf.";"54152332747";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"WKA Senvion 3.4M114NES";"Senvion";"93";"114";"105,6/98,5";3400;"kW Nennleist. Rotor.";32511209;6038540;;;"im Gen.Verf.";"54152332747";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"WKA Senvion 3.4M114NES";"Senvion";"93";"114";"105,6/0";3400;"kW Nennleist. Rotor.";32511176;6038174;;;"im Gen.Verf.";"54152332747";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Wester-Ohrstedt";"REpower MM 82";"REpower";"59";"82";"100";2000;"kW Nennleist. Rotor.";32511209;6038207;11.11.2004;28.12.2004;"in Betrieb";"54152332753";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"WKA Siemens SWT DD-130";"Siemens";"115";"130";"Hz /dB(A)   63/84,1   125/87,2   250/90,4   500/93,7   1000/96,0   2000/96,2   4000/91,6   LSP=101,4dB(A)";4300;"kW Nennleist. Rotor.";32498443;6082792;14.03.2019;;"vor Inbetriebnahme";"54154000003";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"WKA Siemens SWT 3.2-113";"Siemens";"92,5";"113";"Hz /dB(A)   63/86,1   125/90,1   250/90,8   500/92,5   1000/95,4   2000/95,8   4000/92,8   LSP=101,4dB(A)";3200;"kW Nennleist. Rotor.";32499487;6082246;14.03.2019;15.10.2020;"in Betrieb";"54154000003";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"WKA Siemens SWT 3.2-113";"Siemens";"92,5";"113";"Hz /dB(A)   63/86,1   125/90,1   250/90,8   500/92,5   1000/95,4   2000/95,8   4000/92,8   LSP=101,4dB(A)";3200;"kW Nennleist. Rotor.";32499918;6082108;14.03.2019;23.10.2020;"in Betrieb";"54154000003";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"REpower 6 M, 6000 kW";"REpower";"100";"126";"105";6000;"kW Nennleist. Rotor.";32498597;6082432;31.07.2006;01.12.2008;"in Betrieb";"54154327078";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"REpower 6 M, 6000 kW";"REpower";"100";"126";"107";6000;"kW Nennleist. Rotor.";32499073;6082208;31.07.2006;01.12.2008;"in Betrieb";"54154327078";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Westre";"REpower 6 M, 6000 kW";"REpower";"100";"126";"107";6000;"kW Nennleist. Rotor.";32500215;6081841;31.07.2006;01.12.2008;"in Betrieb";"54154327078";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"Senvion 3.6";"Senvion";"93";"114";"HZ /dB(A) | 63/84,2 | 125/91,2 | 250/95,6 | 500/97,0 | 1000/96,8 | 2000/97,1 | 4000/91,1 | 8000/81,2 | SLP=103,3 dB(A)	gemessen
";3600;"kW Nennleist. Rotor.";32513430;6032985;08.05.2018;17.09.2018;"in Betrieb";"54156000041";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"Senvion 3.6";"Senvion";"93";"114";"HZ /dB(A)   63/84,6   125/92,9   250/99,3   500/100,6   1000/98,7   2000/94,2   4000/87,4   	LSP=105,2 dB(A)
HZ /dB(A) | 63/86,0 | 125/91,5 | 250/95,8 | 500/97,9 | 1000/97,2 | 2000/98,7 | 4000/98,3 | 8000/87,0 | SLP=105,0 dB(A)	gemessen
";3600;"kW Nennleist. Rotor.";32513795;6032981;08.05.2018;21.09.2018;"in Betrieb";"54156000041";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"Enercon E103";"Enercon";"85";"103";"HZ /dB(A) | 63/83,4 | 125/88,7 | 250/90,9 | 500/92,9 | 1000/93,5 | 2000/92,1 | 4000/85,4 | SLP=99,2 dB(A)	";2350;"kW Nennleist. Rotor.";32514017;6032860;;;"im Gen.Verf.";"54156000042";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"HSW 1000/57";"HSW";"55";"57";"101";1000;"kW Nennleist. Rotor.";32512216;6032896;06.11.2001;01.11.2002;"in Betrieb";"54156000043";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"HSW 1000/57";"HSW";"55";"57";"101";1000;"kW Nennleist. Rotor.";32512153;6032637;06.11.2001;23.10.2002;"in Betrieb";"54156000044";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"Enercon E-58/10.58";"Enercon";"67";"58";"100,8";1000;"kW Nennleist. Rotor.";32512221;6033143;13.06.2001;13.06.2001;"in Betrieb";"54156151723";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Nordfriesland";"Winnert";"Enercon E-58/10.58";"Enercon";"67";"58";"100,8";1000;"kW Nennleist. Rotor.";32511968;6032915;13.06.2001;13.06.2001;"in Betrieb";"54156151723";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
